#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
PNFGHFNJ_00387	1	231	149	231	100	53.0346	37.8	59.9
PNFGHFNJ_00388	1	495	373	495	100	81.0909	37.8	60
PNFGHFNJ_00389	1	225	196	225	100	83.6933	37.9	60
PNFGHFNJ_00390	1	195	195	195	100	99.5897	37.8	59.8
PNFGHFNJ_00391	1	174	177	174	100	96.4195	38.2	60
PNFGHFNJ_00392	1	234	175	234	100	92.6538	38	59.9
PNFGHFNJ_00393	1	666	527	666	100	81.3453	38	59.9
PNFGHFNJ_00394	1	330	258	330	100	91.1788	38	59.5
PNFGHFNJ_00395	1	159	182	159	100	73.7925	38.1	59.6
PNFGHFNJ_00396	1	198	166	198	100	75.6768	38	60
PNFGHFNJ_00397	1	468	491	468	100	120.156	38	59.9
PNFGHFNJ_00398	1	1143	877	1143	100	96.0621	37.9	59.9
PNFGHFNJ_00399	1	1962	1289	1962	100	79.0025	37.9	59.9
PNFGHFNJ_00400	1	243	135	243	100	72.0412	38.1	59.9
PNFGHFNJ_00401	1	246	179	246	100	59.0691	37.7	59.7
PNFGHFNJ_00402	1	780	642	780	100	101.479	38	60
PNFGHFNJ_00403	1	912	564	912	100	67.7697	37.7	59.9
PNFGHFNJ_00404	1	756	440	756	100	64.5437	37.8	59.7
PNFGHFNJ_00405	1	666	361	666	100	65.8363	37.7	60
PNFGHFNJ_00406	1	207	66	207	100	41.0821	38.3	60
PNFGHFNJ_00407	1	219	101	219	100	41.5525	38	59.5
PNFGHFNJ_00408	1	219	64	219	100	24.0685	37.7	59.4
PNFGHFNJ_00409	1	168	85	168	100	43.0417	37.8	59.2
PNFGHFNJ_00410	1	234	95	234	100	41.0769	38.1	60
PNFGHFNJ_00411	1	252	84	252	100	38.1151	37.9	60
PNFGHFNJ_00412	1	207	68	207	100	32.9034	38	59.9
PNFGHFNJ_00413	1	270	92	270	100	35.8	38.1	59.6
PNFGHFNJ_00414	1	294	80	294	100	24.0272	37.6	59.5
PNFGHFNJ_00415	1	252	72	252	100	28.1865	37.8	60
PNFGHFNJ_00416	1	174	42	174	100	32.6954	38	59.3
PNFGHFNJ_00417	1	645	192	645	100	32.0636	38.2	59.8
PNFGHFNJ_00418	1	492	183	492	100	39.0447	38	59.5
PNFGHFNJ_00419	1	222	67	222	100	48.1892	38.1	60
PNFGHFNJ_00420	1	420	192	420	100	52.681	38	60
PNFGHFNJ_00421	1	1257	466	1257	100	45.187	38	59.8
PNFGHFNJ_00422	1	993	254	993	100	33.0957	38	59.9
PNFGHFNJ_00423	1	1983	428	1983	100	26.7721	37.9	59.9
PNFGHFNJ_00424	1	243	116	243	100	37.6132	38.1	59.7
PNFGHFNJ_00425	1	237	94	237	100	38.0464	38.1	60
PNFGHFNJ_00426	1	138	24	138	100	28.4348	37.8	60
PNFGHFNJ_00427	1	822	200	822	100	25.8905	38	59.6
PNFGHFNJ_00428	1	921	174	921	100	22.8914	37.9	60
PNFGHFNJ_00429	1	117	38	117	100	15.8632	38	58.2
PNFGHFNJ_00430	1	228	99	228	100	34.6886	38.1	53.9
PNFGHFNJ_00431	1	186	49	186	100	27.9462	37.8	60
PNFGHFNJ_00432	1	480	78	480	100	23.2042	37.2	59.8
PNFGHFNJ_00433	1	2103	492	2103	100	28.2924	37.8	59.4
PNFGHFNJ_00434	1	450	134	450	100	30.0067	37.7	59.4
PNFGHFNJ_00435	1	222	80	222	100	32.6126	37.5	58.8
PNFGHFNJ_00436	1	204	54	204	100	24.652	37.9	60
PNFGHFNJ_00437	1	282	74	282	100	27.6454	38.1	60
PNFGHFNJ_00438	1	654	219	654	100	36.6835	38	59.8
PNFGHFNJ_00439	1	1620	384	1620	100	28.6864	38.1	59.8
PNFGHFNJ_00440	1	210	58	210	100	28.3524	38.1	59.5
PNFGHFNJ_00441	1	171	70	171	100	22.4854	36.9	59.1
PNFGHFNJ_00442	1	987	220	987	100	22.4833	37.7	60
PNFGHFNJ_00443	1	669	180	669	100	31.8057	38	59.7
PNFGHFNJ_00444	1	1695	394	1695	100	28.2348	38	59.4
PNFGHFNJ_00445	1	1965	448	1965	100	28.4835	38	59.6
PNFGHFNJ_00446	1	396	102	396	100	24.7576	38	60
PNFGHFNJ_00447	1	378	92	378	100	29.455	38.1	59.4
PNFGHFNJ_00448	1	135	34	135	100	19.0519	38.2	60
PNFGHFNJ_00449	1	1893	511	1893	100	32.7285	37.9	59.7
PNFGHFNJ_00450	1	162	52	162	100	30.2469	38	60
PNFGHFNJ_00451	1	231	50	231	100	22.3853	38.3	60
PNFGHFNJ_00452	1	786	208	786	100	31.1794	38	59.4
PNFGHFNJ_00453	1	291	80	291	100	27.0241	38.1	60
PNFGHFNJ_00454	1	204	110	204	100	37.4902	37.8	51.3
PNFGHFNJ_00455	1	315	108	315	100	33.5079	38	60
PNFGHFNJ_00456	1	678	187	678	100	34.2758	38	60
PNFGHFNJ_00457	1	399	132	399	100	36.5414	38	60
PNFGHFNJ_00458	1	1653	443	1653	100	31.8863	37.9	59.8
PNFGHFNJ_00459	1	1437	377	1437	100	34.5658	37.8	59.7
PNFGHFNJ_00460	1	171	52	171	100	19.6374	37.8	59.4
PNFGHFNJ_00461	1	837	168	837	100	21.9176	37.3	59.5
PNFGHFNJ_00462	1	1056	270	1056	100	31.3144	36.8	59.9
PNFGHFNJ_00463	1	822	160	822	100	22.7956	37.7	59.6
PNFGHFNJ_00464	1	201	44	201	100	13.6318	37.9	60
PNFGHFNJ_00465	1	1782	364	1782	100	24.9927	37.3	59.9
PNFGHFNJ_00466	1	534	110	534	100	21.1573	37.6	58.5
PNFGHFNJ_00467	1	2613	488	2613	100	22.9357	37.4	59.6
PNFGHFNJ_00468	1	558	126	558	100	21.2419	37.2	60
PNFGHFNJ_00469	1	1767	365	1767	100	25.1935	37.4	59.4
PNFGHFNJ_00470	1	492	97	492	100	20.5427	37.1	59.6
PNFGHFNJ_00471	1	1017	200	1017	100	19.7089	37.4	59.5
PNFGHFNJ_00472	1	678	144	678	100	22.7168	37.5	59.6
PNFGHFNJ_00473	1	780	160	780	100	24.4218	37.2	58.7
PNFGHFNJ_00474	1	1614	354	1614	100	22.2553	37.2	59.3
PNFGHFNJ_00475	1	270	56	270	100	27.8	37.5	59.3
PNFGHFNJ_00476	1	2151	410	2151	100	22.2748	37.4	59.6
PNFGHFNJ_00477	1	798	148	798	100	20.1103	37	57.9
PNFGHFNJ_00478	1	366	90	366	100	29.6393	37.6	59.8
PNFGHFNJ_00479	1	85	36	85	100	13.5529	37	54.4
PNFGHFNJ_00480	1	360	86	360	100	26.6167	37.6	59.5
PNFGHFNJ_00481	1	480	90	480	100	18.9667	37.5	59.4
PNFGHFNJ_00482	1	654	136	654	100	21.7951	37.1	58.6
PNFGHFNJ_00483	1	1254	274	1254	100	25.5518	37.6	59.9
PNFGHFNJ_00484	1	597	136	597	100	21.3484	37.4	60
PNFGHFNJ_00485	1	1341	250	1341	100	22.3661	37.2	59.6
PNFGHFNJ_00486	1	2496	480	2496	100	22.2135	37.4	59.4
PNFGHFNJ_00487	1	1083	232	1083	100	25.6851	37.6	59.5
PNFGHFNJ_00488	1	489	130	489	100	26.5685	37.4	59.9
PNFGHFNJ_00489	1	726	138	726	100	26.303	37.5	59.7
PNFGHFNJ_00490	1	306	80	306	100	25.5359	37.9	59.5
PNFGHFNJ_00491	1	1965	410	1965	100	26.6952	37.6	59.8
PNFGHFNJ_00492	1	1530	359	1530	100	25.9464	37.6	59.8
PNFGHFNJ_00493	1	1494	252	1494	100	20.9893	37.6	59.9
PNFGHFNJ_00494	1	342	84	342	100	28.6199	37.5	59.8
PNFGHFNJ_00495	1	633	114	633	100	21.3002	37.6	60
PNFGHFNJ_00496	1	552	124	552	100	25.5851	37.6	59.5
PNFGHFNJ_00497	1	477	85	477	100	21.7317	37.2	60
PNFGHFNJ_00498	1	273	25	273	100	12.5128	37.2	60
PNFGHFNJ_00499	1	144	46	144	100	19.8611	37.8	60
PNFGHFNJ_00500	1	612	155	612	100	30.884	36.9	59.9
PNFGHFNJ_00501	1	108	42	108	100	15.4074	37.2	60
PNFGHFNJ_00502	1	540	96	540	100	20.8259	37.4	59.6
PNFGHFNJ_00503	1	468	96	468	100	23.3333	37.6	60
PNFGHFNJ_00504	1	534	161	534	100	26.5	37.6	59.2
PNFGHFNJ_00505	1	573	126	573	100	27.3089	37.3	60
PNFGHFNJ_00506	1	1440	294	1440	100	21.9826	37.2	59.3
PNFGHFNJ_00507	1	2865	490	2865	100	20.4035	37.4	59.9
PNFGHFNJ_00508	1	1518	398	1518	100	31.4209	37.3	59.4
PNFGHFNJ_00509	1	1881	404	1881	100	24.017	37.5	59.6
PNFGHFNJ_00510	1	261	42	261	100	20.1762	37	58
PNFGHFNJ_00511	1	921	268	921	100	27.9544	37.7	59.8
PNFGHFNJ_00512	1	2805	586	2805	100	25.5597	37.6	59.5
PNFGHFNJ_00513	1	3825	718	3825	100	23.2905	37.4	59.9
PNFGHFNJ_00514	1	870	216	870	100	27.7425	37.3	59.4
PNFGHFNJ_00515	1	1500	320	1500	100	25.0973	37.4	59.3
PNFGHFNJ_00516	1	654	142	654	100	24.7722	37.3	59
PNFGHFNJ_00517	1	1566	366	1566	100	27.2548	37.5	58.9
PNFGHFNJ_00518	1	1221	294	1221	100	26.4799	37.2	59.8
PNFGHFNJ_00519	1	1251	230	1251	100	20.5819	37.4	59.5
PNFGHFNJ_00520	1	1077	244	1077	100	23.2674	37.4	59.6
PNFGHFNJ_00521	1	1128	236	1128	100	27.4574	37.3	59.8
PNFGHFNJ_00522	1	1398	363	1398	100	31.3491	37.2	59.9
PNFGHFNJ_00523	1	1281	295	1281	100	26.4957	37.2	59.7
PNFGHFNJ_00524	1	1173	270	1173	100	24.7008	37.5	59.9
PNFGHFNJ_00525	1	1245	231	1245	100	22.1197	37.4	59.4
PNFGHFNJ_00526	1	570	155	570	100	28.9	37.3	59.2
PNFGHFNJ_00527	1	1131	226	1131	100	23.2661	37.2	59.8
PNFGHFNJ_00528	1	732	125	732	100	21.5396	37.5	59.7
PNFGHFNJ_00529	1	267	89	267	100	25.191	37.1	59.8
PNFGHFNJ_00530	1	645	98	645	100	19.1132	37.2	60
PNFGHFNJ_00531	1	1065	256	1065	100	26.4432	37.1	59.6
PNFGHFNJ_00532	1	708	154	708	100	23.7853	37.6	59.9
PNFGHFNJ_00533	1	1113	208	1113	100	23.6676	37.4	60
PNFGHFNJ_00534	1	885	194	885	100	24.5254	37.7	59.9
PNFGHFNJ_00535	1	291	86	291	100	27.2543	37.6	60
PNFGHFNJ_00536	1	945	273	945	100	33.1767	37.6	59.7
PNFGHFNJ_00537	1	297	57	297	100	27.7475	37.8	60
PNFGHFNJ_00538	1	2346	488	2346	100	25.399	37.4	59.8
PNFGHFNJ_00539	1	1008	180	1008	100	20.9663	37.4	59.8
PNFGHFNJ_00540	1	327	102	327	100	19.3456	37.7	60
PNFGHFNJ_00541	1	1422	275	1422	100	23.8087	37.4	59.3
PNFGHFNJ_00542	1	270	81	270	100	27.1111	37.7	60
PNFGHFNJ_00543	1	948	224	948	100	27.6519	37.5	59.7
PNFGHFNJ_00544	1	360	96	360	100	27.8528	37.3	60
PNFGHFNJ_00545	1	360	82	360	100	22.8778	37.2	60
PNFGHFNJ_00546	1	171	49	171	100	22.3918	37.6	60
PNFGHFNJ_00547	1	85	38	85	100	28.8706	37	54.6
PNFGHFNJ_00548	1	819	192	819	100	26.9402	37.7	60
PNFGHFNJ_00549	1	486	112	486	100	24.144	37.8	60
PNFGHFNJ_00550	1	303	68	303	100	26.2838	37.5	60
PNFGHFNJ_00551	1	345	124	345	100	29.7043	37	59.8
PNFGHFNJ_00552	1	987	212	987	100	28.6231	37.1	59.7
PNFGHFNJ_00553	1	366	86	366	100	31.0574	37.9	60
PNFGHFNJ_00554	1	1530	396	1530	100	29.4092	37.6	59.7
PNFGHFNJ_00555	1	1470	410	1470	100	28.5415	37.5	59.8
PNFGHFNJ_00556	1	342	77	342	100	36.4211	37.8	60
PNFGHFNJ_00557	1	1734	324	1734	100	22.0006	37.6	59.7
PNFGHFNJ_00558	1	1488	276	1488	100	22.6445	37.5	59.7
PNFGHFNJ_00559	1	297	92	297	100	29.4209	37.6	59.8
PNFGHFNJ_00560	1	588	165	588	100	31.1139	37.4	60
PNFGHFNJ_00561	1	264	48	264	100	22.2841	37.8	59.2
PNFGHFNJ_00562	1	2088	486	2088	100	27.8094	37.5	59.5
PNFGHFNJ_00563	1	480	122	480	100	24.375	37.7	60
PNFGHFNJ_00564	1	2211	418	2211	100	22.7209	37.4	59.8
PNFGHFNJ_00565	1	582	126	582	100	18.5258	37.5	59.8
PNFGHFNJ_00566	1	567	122	567	100	23.3651	37.4	59.3
PNFGHFNJ_00567	1	186	42	186	100	16.1667	37.6	60
PNFGHFNJ_00568	1	930	330	930	100	27.9183	37.6	50.4
PNFGHFNJ_00569	1	204	58	204	100	13.7647	38.2	60
PNFGHFNJ_00570	1	240	87	240	100	33.2583	37.8	59.4
PNFGHFNJ_00571	1	240	67	240	100	23.8583	37.3	59
PNFGHFNJ_00572	1	762	178	762	100	29.6745	37.6	59.5
PNFGHFNJ_00573	1	927	228	927	100	25.438	37	59.1
PNFGHFNJ_00574	1	636	162	636	100	27.4009	36.9	59.5
PNFGHFNJ_00575	1	909	190	909	100	24.3069	37.2	59.6
PNFGHFNJ_00576	1	1446	300	1446	100	22.9495	37.7	58.4
PNFGHFNJ_00577	1	246	38	246	100	16.8699	37.7	60
PNFGHFNJ_00578	1	423	85	423	100	17.9929	37.9	59.9
PNFGHFNJ_00579	1	365	127	365	100	30.5534	36.9	59.8
PNFGHFNJ_00580	1	495	110	495	100	28.5899	37.6	60
PNFGHFNJ_00581	1	657	135	657	100	24.5799	37.3	60
PNFGHFNJ_00582	1	804	202	804	100	25.2363	37.2	58.6
PNFGHFNJ_00583	1	2613	556	2613	100	24.8936	37.3	59.2
PNFGHFNJ_00584	1	954	236	954	100	25.5922	37.4	59.4
PNFGHFNJ_00585	1	1131	230	1131	100	24.2228	37.4	60
PNFGHFNJ_00586	1	1104	252	1104	100	26.5	37.8	59.4
PNFGHFNJ_00587	1	1161	253	1161	100	26.8398	37.4	59.8
PNFGHFNJ_00588	1	894	150	894	100	22.4239	37.6	59.7
PNFGHFNJ_00589	1	2082	407	2082	100	23.8578	37.3	59.4
PNFGHFNJ_00590	1	1752	435	1752	100	29.0091	37.4	58.6
PNFGHFNJ_00591	1	330	101	330	100	25.9697	37	60
PNFGHFNJ_00592	1	798	144	798	100	21.9035	37.6	59.4
PNFGHFNJ_00593	1	354	94	354	100	27.5989	37	60
PNFGHFNJ_00594	1	867	230	867	100	29.4498	37.8	60
PNFGHFNJ_00595	1	846	174	846	100	23.253	37.3	59.8
PNFGHFNJ_00596	1	1578	336	1578	100	25.9366	37.4	59.9
PNFGHFNJ_00597	1	270	66	270	100	27.8	37.3	60
PNFGHFNJ_00598	1	783	200	783	100	23.5734	37.4	59.8
PNFGHFNJ_00599	1	1335	238	1335	100	22.9371	37.2	59.2
PNFGHFNJ_00600	1	510	108	510	100	21.6961	36.8	60
PNFGHFNJ_00601	1	1320	272	1320	100	24.4667	37.6	59.4
PNFGHFNJ_00602	1	957	188	957	100	20.046	37.5	59.3
PNFGHFNJ_00603	1	612	124	612	100	25.2908	37.3	60
PNFGHFNJ_00604	1	2718	607	2718	100	24.9382	37.5	58.7
PNFGHFNJ_00605	1	285	62	285	100	22.2246	36.7	57
PNFGHFNJ_00606	1	267	84	267	100	25.97	37.3	60
PNFGHFNJ_00607	1	153	40	153	100	26.6667	37.9	60
PNFGHFNJ_00608	1	375	105	375	100	27.0747	37.1	60
PNFGHFNJ_00609	1	1221	271	1221	100	26.8673	37.1	59.9
PNFGHFNJ_00610	1	3258	726	3258	100	25.4644	37.3	58.9
PNFGHFNJ_00611	1	477	86	477	100	20.6625	37.5	59.3
PNFGHFNJ_00612	1	459	160	459	100	30.6187	37.6	59.8
PNFGHFNJ_00613	1	1896	430	1896	100	26.0195	37.4	59.4
PNFGHFNJ_00614	1	888	237	888	100	30.5338	37.5	58.4
PNFGHFNJ_00615	1	1338	269	1338	100	22.997	37.3	59.4
PNFGHFNJ_00616	1	1047	191	1047	100	19.7564	37.5	59.9
PNFGHFNJ_00617	1	1263	330	1263	100	28.8329	37.6	59.2
PNFGHFNJ_00618	1	981	232	981	100	26.634	37.4	59.9
PNFGHFNJ_00619	1	579	168	579	100	34.5233	37.7	60
PNFGHFNJ_00620	1	2232	563	2232	100	30.0439	37.7	59.9
PNFGHFNJ_00621	1	1653	338	1653	100	22.6467	37.6	59.8
PNFGHFNJ_00622	1	828	184	828	100	25.1208	37.7	60
PNFGHFNJ_00623	1	1611	270	1611	100	19.5791	37.7	59.9
PNFGHFNJ_00624	1	288	107	288	100	29.4722	37.5	60
PNFGHFNJ_00625	1	414	104	414	100	29.0145	37.7	59.2
PNFGHFNJ_00626	1	462	130	462	100	29.3333	37.6	60
PNFGHFNJ_00627	1	351	94	351	100	22.4274	37.6	60
PNFGHFNJ_00628	1	1017	202	1017	100	23.5821	37.3	59.3
PNFGHFNJ_00629	1	77	60	77	100	29.039	36.9	48.8
PNFGHFNJ_00630	1	777	150	777	100	20.3488	37.8	59.7
PNFGHFNJ_00631	1	915	190	915	100	24.377	37.4	58.5
PNFGHFNJ_00632	1	77	28	77	100	18	36.5	56.8
PNFGHFNJ_00633	1	77	32	77	100	15.5584	37.8	59.8
PNFGHFNJ_00634	1	76	43	76	100	33.5263	37.9	59.6
PNFGHFNJ_00635	1	360	72	360	100	18.1278	37.8	59.4
PNFGHFNJ_00636	1	240	68	240	100	26.3417	37.9	59.9
PNFGHFNJ_00637	1	1056	192	1056	100	22.0814	37.5	59.7
PNFGHFNJ_00638	1	432	108	432	100	27.4468	37.1	58.5
PNFGHFNJ_00639	1	672	176	672	100	28.6399	37.8	60
PNFGHFNJ_00640	1	696	185	696	100	31.1609	37.7	60
PNFGHFNJ_00641	1	276	77	276	100	28.1341	36.4	59.5
PNFGHFNJ_00642	1	576	136	576	100	24.3472	37.6	59.5
PNFGHFNJ_00643	1	201	46	201	100	25.9801	37.7	60
PNFGHFNJ_00644	1	822	182	822	100	24.6083	37.4	59.6
PNFGHFNJ_00645	1	1059	216	1059	100	23.7535	37.2	60
PNFGHFNJ_00646	1	870	193	870	100	28.6092	37.7	59.8
PNFGHFNJ_00647	1	2022	358	2022	100	21.0064	37.4	59.9
PNFGHFNJ_00648	1	204	56	204	100	31.402	37.6	60
PNFGHFNJ_00649	1	453	102	453	100	21.8499	37.4	58
PNFGHFNJ_00650	1	1182	216	1182	100	21.6066	37.6	59.9
PNFGHFNJ_00651	1	1440	261	1440	100	21.7917	37.7	59.8
PNFGHFNJ_00652	1	1302	267	1302	100	24.3095	37.4	59.5
PNFGHFNJ_00653	1	2850	579	2850	100	24.2439	37.6	59.4
PNFGHFNJ_00654	1	1311	242	1311	100	22.1602	37.4	59.9
PNFGHFNJ_00655	1	321	89	321	100	26.891	37.2	60
PNFGHFNJ_00656	1	714	149	714	100	25.1485	37.6	59.5
PNFGHFNJ_00657	1	1791	412	1791	100	25.4137	37.2	59.8
PNFGHFNJ_00658	1	366	118	366	100	30.1148	37.6	60
PNFGHFNJ_00659	1	411	111	411	100	31.7518	37.3	59.6
PNFGHFNJ_00660	1	993	185	993	100	22.6657	37.4	58.6
PNFGHFNJ_00661	1	999	194	999	100	20.007	37.7	59.4
PNFGHFNJ_00662	1	2694	546	2694	100	24.8226	37.5	59.5
PNFGHFNJ_00663	1	1170	180	1170	100	18.1205	37.3	59.8
PNFGHFNJ_00664	1	774	159	774	100	21.7661	37.6	56.3
PNFGHFNJ_00665	1	77	29	77	100	19.2857	37.1	53.8
PNFGHFNJ_00666	1	480	116	480	100	22.1604	37.2	58.7
PNFGHFNJ_00667	1	399	92	399	100	29.213	37.6	59.2
PNFGHFNJ_00668	1	2724	514	2724	100	22.5345	37.5	58.8
PNFGHFNJ_00669	1	1026	236	1026	100	27.3372	37.5	59.4
PNFGHFNJ_00670	1	357	91	357	100	29.8487	37.3	59.8
PNFGHFNJ_00671	1	198	43	198	100	22.9495	37.7	58.9
PNFGHFNJ_00672	1	354	106	354	100	31.5226	37.5	59.9
PNFGHFNJ_00673	1	1272	248	1272	100	22.4575	37.6	59.4
PNFGHFNJ_00674	1	285	54	285	100	14.4211	37.2	58.7
PNFGHFNJ_00675	1	1185	293	1185	100	28.4093	37.2	59.2
PNFGHFNJ_00676	1	426	102	426	100	30.284	36.8	59.7
PNFGHFNJ_00677	1	696	247	696	100	37.2931	37.9	59.4
PNFGHFNJ_00678	1	1404	370	1404	100	28.0805	37.3	58.8
PNFGHFNJ_00679	1	816	156	816	100	22.348	37.4	58.8
PNFGHFNJ_00680	1	951	203	951	100	23.0936	37	59.6
PNFGHFNJ_00681	1	804	200	804	100	23.3458	37.2	59.8
PNFGHFNJ_00682	1	750	190	750	100	32.4693	37.3	60
PNFGHFNJ_00683	1	483	124	483	100	26.6874	37.9	59.7
PNFGHFNJ_00684	1	612	152	612	100	26.1634	37.4	60
PNFGHFNJ_00685	1	495	118	495	100	31.0303	37.8	59.7
PNFGHFNJ_00686	1	76	32	76	100	8.55263	35.6	60
PNFGHFNJ_00687	1	255	53	255	100	23.4431	37.6	59.2
PNFGHFNJ_00688	1	228	60	228	100	22.6404	37.5	60
PNFGHFNJ_00689	1	906	224	906	100	28.947	37.2	59.3
PNFGHFNJ_00690	1	2043	458	2043	100	27.2677	37.6	59.6
PNFGHFNJ_00691	1	1527	300	1527	100	23.5429	37.4	59.5
PNFGHFNJ_00692	1	825	200	825	100	26.7927	37.8	59.8
PNFGHFNJ_00693	1	666	144	666	100	27.1502	37.2	59.3
PNFGHFNJ_00694	1	993	156	993	100	17.4935	37.3	59.5
PNFGHFNJ_00695	1	750	162	750	100	22.368	37.6	59.3
PNFGHFNJ_00696	1	567	150	567	100	30.6702	37.5	59.7
PNFGHFNJ_00697	1	621	138	621	100	23.8744	37.4	59.7
PNFGHFNJ_00698	1	1968	430	1968	100	25.4934	37.4	59.2
PNFGHFNJ_00699	1	1218	256	1218	100	23.642	37.4	59.4
PNFGHFNJ_00700	1	921	173	921	100	21.4397	37.5	60
PNFGHFNJ_00701	1	2715	514	2715	100	21.4431	37.4	59
PNFGHFNJ_00702	1	633	113	633	100	21.1043	37	58.4
PNFGHFNJ_00703	1	2577	490	2577	100	23.4715	37.3	59.5
PNFGHFNJ_00704	1	1320	327	1320	100	31.0076	37.7	59.7
PNFGHFNJ_00705	1	498	94	498	100	18.2631	37.8	60
PNFGHFNJ_00706	1	603	90	603	100	15.6252	37.6	60
PNFGHFNJ_00707	1	723	102	723	100	15.0069	37.6	60
PNFGHFNJ_00708	1	2010	477	2010	100	26.1075	37.7	59.5
PNFGHFNJ_00709	1	2460	568	2460	100	28.011	37.6	59.3
PNFGHFNJ_00710	1	393	152	393	100	39.1501	37.4	59.7
PNFGHFNJ_00711	1	1851	438	1851	100	29.1405	37.3	59.9
PNFGHFNJ_00712	1	168	55	168	100	30.3095	37.7	60
PNFGHFNJ_00713	1	1257	207	1257	100	19.5561	37.5	59.7
PNFGHFNJ_00714	1	678	138	678	100	22.3097	37.5	58.8
PNFGHFNJ_00715	1	996	182	996	100	23.002	37.4	59.5
PNFGHFNJ_00716	1	1788	340	1788	100	22.3115	37.5	59.6
PNFGHFNJ_00717	1	1965	400	1965	100	23.5216	37.3	59.5
PNFGHFNJ_00718	1	1164	260	1164	100	26.0515	37.3	58.8
PNFGHFNJ_00719	1	921	176	921	100	18.7763	37.2	59.8
PNFGHFNJ_00720	1	1110	230	1110	100	23.9811	37.4	59.6
PNFGHFNJ_00721	1	792	152	792	100	22.1338	37.3	60
PNFGHFNJ_00722	1	708	160	708	100	23.8206	37.3	60
PNFGHFNJ_00723	1	1419	323	1419	100	25.7435	37.6	59.1
PNFGHFNJ_00724	1	570	146	570	100	30.2421	37.5	60
PNFGHFNJ_00725	1	651	105	651	100	18.4332	37.3	60
PNFGHFNJ_00726	1	888	270	888	100	30.9279	37.4	59.6
PNFGHFNJ_00727	1	96	40	96	100	34.0417	37.7	60
PNFGHFNJ_00728	1	882	208	882	100	27.4082	37.6	60
PNFGHFNJ_00729	1	1161	287	1161	100	27.7674	37.2	59.1
PNFGHFNJ_00730	1	483	146	483	100	31.3665	37.7	59.7
PNFGHFNJ_00731	1	1146	262	1146	100	27.8848	37.5	59.2
PNFGHFNJ_00732	1	615	144	615	100	23.3805	37.5	60
PNFGHFNJ_00733	1	606	180	606	100	33.038	36.7	59.9
PNFGHFNJ_00734	1	1107	224	1107	100	25.486	37.5	59.5
PNFGHFNJ_00735	1	462	90	462	100	19.7532	37.1	59.8
PNFGHFNJ_00736	1	495	104	495	100	26.0808	37.4	59.2
PNFGHFNJ_00737	1	636	172	636	100	27.261	37.6	59
PNFGHFNJ_00738	1	438	106	438	100	23.5205	37.7	58.3
PNFGHFNJ_00739	1	546	142	546	100	27.9084	37.6	59.3
PNFGHFNJ_00740	1	153	38	153	100	19.3464	37	60
PNFGHFNJ_00741	1	1281	322	1281	100	29.0882	37.7	58.9
PNFGHFNJ_00742	1	660	173	660	100	25.3682	37.5	60
PNFGHFNJ_00743	1	85	59	85	100	46.1176	37.5	56.3
PNFGHFNJ_00744	1	1071	270	1071	100	29.4379	37.3	59.4
PNFGHFNJ_00745	1	867	145	867	100	20.1569	37.5	60
PNFGHFNJ_00746	1	1470	254	1470	100	18.0449	37.2	59.5
PNFGHFNJ_00747	1	1431	256	1431	100	20.928	37.6	59.6
PNFGHFNJ_00748	1	1200	252	1200	100	25.335	37.6	59.8
PNFGHFNJ_00749	1	558	132	558	100	27.0717	37.2	60
PNFGHFNJ_00750	1	1290	245	1290	100	21.8845	37.7	59.3
PNFGHFNJ_00751	1	1377	296	1377	100	25.3595	37.4	59.7
PNFGHFNJ_00752	1	3417	741	3417	100	26.252	37.6	59.5
PNFGHFNJ_00753	1	954	192	954	100	22.7966	37.8	59.6
PNFGHFNJ_00754	1	1617	327	1617	100	23.6574	37.6	59
PNFGHFNJ_00755	1	4098	905	4098	100	26.5578	37.5	59.6
PNFGHFNJ_00756	1	660	158	660	100	28.3364	37.7	60
PNFGHFNJ_00757	1	675	144	675	100	23.8148	37.2	59.7
PNFGHFNJ_00758	1	642	180	642	100	29.1869	37.8	60
PNFGHFNJ_00759	1	360	102	360	100	27.9861	37.8	59.1
PNFGHFNJ_00760	1	735	203	735	100	32.3034	37.7	60
PNFGHFNJ_00761	1	1719	378	1719	100	26.815	37.4	59.6
PNFGHFNJ_00762	1	384	94	384	100	19.5312	37.6	59
PNFGHFNJ_00763	1	2010	456	2010	100	28.3896	37.5	59.9
PNFGHFNJ_00764	1	786	172	786	100	25.6832	37.6	59.5
PNFGHFNJ_00765	1	870	154	870	100	20.5701	37.4	60
PNFGHFNJ_00766	1	1530	260	1530	100	21.9745	37.3	59.7
PNFGHFNJ_00767	1	1989	383	1989	100	21.8949	37.3	59.8
PNFGHFNJ_00768	1	91	42	91	100	17.8901	35.8	60
PNFGHFNJ_00769	1	564	104	564	100	21.1596	36.8	60
PNFGHFNJ_00770	1	1404	248	1404	100	19.6994	37.4	59.4
PNFGHFNJ_00771	1	540	94	540	100	20.1241	37.5	59.1
PNFGHFNJ_00772	1	1521	258	1521	100	21.952	37.6	59.8
PNFGHFNJ_00773	1	2799	513	2799	100	21.4984	37.5	59.6
PNFGHFNJ_00774	1	300	88	300	100	29.5833	37.9	60
PNFGHFNJ_00775	1	990	232	990	100	26.3051	37.7	59.8
PNFGHFNJ_00776	1	1818	452	1818	100	27.9307	37.4	59.4
